31;31;10.21.10;8:57:35;0.00;0.52;95.11;0.31;15.68;0.26;68.67;1.43;0.009;0.02;7.903;1.13;37.3230;0.000;-121.1744;0.002;115.90;0.14;37.3671;0.000;-121.4710;0.004;93.80;0.57;29.7;280.5;51.0;102.3;0.5;-2.4;0.61;_104_014_021;8;8;31;10.21.10;8:57:35;95.21;0.34;15.54;0.56;67.47;1.29;95.07;0.33;-7.81;0.57;42.22;1.24;78.20;0.74;-12.54;0.90;207.7212;0.0001;0.6116;0.0234;0.000;0.119;999.00;1.00000;0.073;163.91;1.16;76.78;4.30;27.711;0.008;104.49;4.30;_104_014_021;0;0.00;0;1;207.7212;247.35;-7.81
32;32;10.21.10;9:04:35;0.00;0.29;95.26;0.20;15.72;0.09;66.32;0.58;0.000;0.07;0.008;0.14;36.3784;0.000;-120.7447;0.001;112.20;0.11;36.4030;0.000;-120.8973;0.001;99.90;0.09;52.0;281.2;49.0;104.9;0.7;-1.8;0.59;_102_084;8;8;32;10.21.10;9:04:35;95.35;0.20;15.57;0.33;65.10;0.61;95.21;0.19;-7.77;0.33;39.91;0.58;77.41;0.43;-12.74;0.54;207.7260;0.0001;0.5703;0.0137;0.213;0.052;4.68;0.87827;0.027;163.49;0.70;85.04;2.48;27.716;0.004;112.75;2.48;_102_084;0;0.24;0;1;207.7260;247.48;-7.77
33;33;10.21.10;9:11:45;0.00;0.25;147.73;1.80;67.26;0.36;56.94;0.86;0.000;0.04;0.682;0.24;37.6634;0.001;-121.8134;0.000;97.90;0.14;37.5648;0.001;-121.8735;0.000;90.80;0.14;62.6;205.9;60.1;93.5;3.1;1.6;0.62;_013_032;0;0;33;10.21.10;9:11:45;149.44;2.86;67.31;2.04;55.70;0.86;121.27;1.87;50.22;1.98;43.21;1.23;134.62;13.95;82.12;2.26;207.7309;0.0001;0.9940;0.0024;-0.096;0.121;999.00;1.09542;0.121;97.54;2.21;175.63;3.09;207.722;0.001;23.35;3.09;_013_032;0;-0.67;0;1;207.7309;273.54;50.22
34;34;10.21.10;9:18:01;0.00;0.59;44.88;0.08;12.64;0.05;29.64;0.26;0.012;0.04;5.859;3.13;36.8784;0.001;-121.0228;0.000;97.50;0.22;36.9403;0.001;-121.0122;0.000;82.10;0.22;53.8;7.8;24.5;85.9;1.8;-1.5;0.75;_104_084;2;2;34;10.21.10;9:18:01;44.01;0.17;11.71;0.57;27.51;0.31;45.02;0.08;-4.84;0.59;34.48;0.17;348.51;0.45;-3.86;0.46;207.7353;0.0001;0.2968;0.0042;0.669;0.013;1.50;0.80160;0.006;6.09;0.71;125.27;0.25;27.728;0.006;153.00;0.26;_104_084;0;4.12;0;1;207.7353;197.28;-4.84
35;35;10.21.10;9:22:04;0.00;0.33;95.28;0.07;15.74;0.05;73.38;1.01;1.055;0.06;3.136;0.27;37.3268;0.000;-121.4325;0.000;114.70;0.08;37.3638;0.000;-121.6070;0.000;99.10;0.05;24.8;284.8;46.4;103.8;0.2;-1.8;0.70;_041_021_014;8;8;35;10.21.10;9:22:04;95.31;0.07;15.63;0.39;72.28;0.95;95.16;0.06;-7.71;0.39;46.79;0.92;80.06;0.31;-11.97;0.61;207.7381;0.0001;0.6798;0.0108;-0.459;0.097;999.00;1.31203;0.072;165.01;0.76;63.82;2.03;27.728;0.007;91.55;2.03;_041_021_014;0;-3.45;0;1;207.7381;247.42;-7.71
36;36;10.21.10;9:23:00;0.00;0.15;94.01;0.32;15.97;0.29;66.69;0.74;0.017;0.02;0.098;0.06;36.5855;0.000;-121.1182;0.001;113.80;0.03;36.6012;0.000;-121.1888;0.001;107.00;0.10;69.1;285.4;44.6;109.9;2.6;0.6;0.57;_102_084;8;8;36;10.21.10;9:23:00;94.05;0.33;15.84;0.45;65.50;0.83;93.93;0.32;-7.54;0.45;40.71;0.80;75.60;0.63;-12.19;0.72;207.7387;0.0001;0.5490;0.0183;0.141;0.073;7.09;0.92255;0.038;163.76;0.95;86.26;3.23;27.729;0.005;113.99;3.22;_102_084;0;-0.13;0;1;207.7387;246.19;-7.54
37;37;10.21.10;9:23:37;0.00;0.29;95.81;0.18;15.21;0.07;62.90;0.26;0.000;0.03;0.669;0.24;36.8840;0.000;-121.3704;0.000;113.10;0.05;36.9142;0.000;-121.5106;0.001;100.60;0.06;65.5;285.0;46.6;105.8;0.4;-1.5;0.58;_014_101_011;8;8;37;10.21.10;9:23:37;95.89;0.20;15.04;0.23;61.65;0.23;95.75;0.20;-8.28;0.23;36.52;0.23;76.56;0.35;-14.06;0.39;207.7391;0.0001;0.5059;0.0074;0.506;0.019;1.98;0.74411;0.008;161.59;0.51;98.78;1.18;27.729;0.002;126.51;1.18;_014_101_011;0;1.85;0;1;207.7391;248.01;-8.28
38;38;10.21.10;9:24:42;0.00;0.26;95.11;0.09;15.78;0.07;67.34;0.22;0.014;0.02;0.148;0.10;37.0071;0.000;-121.0867;0.000;111.40;0.02;37.0370;0.000;-121.2211;0.000;98.90;0.04;83.6;285.5;45.4;105.2;1.2;-1.0;0.50;_012_104_084;8;8;38;10.21.10;9:24:42;95.15;0.10;15.64;0.15;66.16;0.24;95.01;0.09;-7.71;0.15;40.98;0.24;77.56;0.16;-12.50;0.23;207.7399;0.0001;0.5858;0.0047;0.116;0.022;8.62;0.93207;0.012;163.82;0.29;81.55;0.87;27.730;0.002;109.28;0.87;_012_104_084;0;-0.29;0;1;207.7399;247.27;-7.71
39;39;10.21.10;9:30:01;0.00;0.18;105.44;0.52;24.48;0.54;45.45;0.51;0.000;0.02;0.083;0.10;36.5754;0.000;-121.3178;0.000;107.00;0.05;36.5741;0.000;-121.3858;0.000;101.40;0.06;51.2;268.6;47.9;103.0;1.6;-0.6;0.73;_101_084;0;0;39;10.21.10;9:30:01;105.90;0.58;24.28;0.68;43.79;0.51;104.47;0.52;1.64;0.70;16.54;0.50;78.07;1.41;4.34;1.85;207.7436;0.0001;0.0993;0.0084;1.701;0.019;0.59;0.83112;0.013;174.37;2.38;349.55;0.76;207.737;0.021;197.29;0.76;_101_084;0;8.48;0;1;207.7436;256.73;1.64
40;40;10.21.10;9:30:37;0.00;0.26;94.09;0.09;14.95;0.12;66.61;0.26;0.196;0.03;0.215;0.07;37.5308;0.000;-120.1972;0.000;111.10;0.03;37.5655;0.000;-120.3181;0.000;98.90;0.04;32.8;289.8;43.4;101.3;0.3;-2.1;0.81;_012_044;8;8;40;10.21.10;9:30:37;94.10;0.09;14.81;0.16;65.44;0.28;94.01;0.09;-8.57;0.16;40.73;0.28;75.62;0.17;-13.86;0.25;207.7440;0.0001;0.5552;0.0058;0.139;0.025;7.19;0.92282;0.013;161.60;0.32;85.50;1.07;27.734;0.002;113.23;1.07;_012_044;0;-0.14;0;1;207.7440;246.27;-8.57
